customer_id,cohort_month,segment,monthly_spending,months_to_churn,contract_type
1775,15,standard,169.9,18.8,annual
1776,19,standard,182.53,8.4,month-to-month
1777,4,churn_risk,28.91,17.0,annual
1778,9,standard,121.31,15.3,annual
1779,7,standard,201.48,2.1,annual
1780,11,standard,161.0,20.4,annual
1781,13,high_value,452.87,85.8,month-to-month
1782,24,churn_risk,40.87,7.8,month-to-month
1783,3,standard,135.04,5.4,month-to-month
1784,23,high_value,545.2,19.0,annual
1785,20,standard,145.46,11.3,month-to-month
1786,10,churn_risk,40.95,6.9,month-to-month
1787,7,standard,162.59,15.1,month-to-month
1788,21,standard,164.05,11.8,month-to-month
1789,4,churn_risk,45.01,54.9,annual
1790,22,high_value,509.89,67.5,multi-year
1791,23,churn_risk,57.46,38.7,month-to-month
1792,7,standard,124.81,18.4,month-to-month
1793,14,standard,147.83,45.9,month-to-month
1794,13,standard,154.99,9.0,annual
1795,19,churn_risk,43.19,1.9,annual
1796,19,standard,183.08,22.2,month-to-month
1797,24,standard,186.91,18.1,month-to-month
1798,2,standard,118.86,27.6,multi-year
1799,20,standard,150.53,4.4,annual
1800,20,standard,133.79,16.9,annual
1801,18,standard,161.89,3.7,month-to-month
1802,6,standard,221.74,24.3,annual
1803,18,high_value,591.56,16.1,annual
1804,12,standard,178.83,4.3,month-to-month
1805,7,standard,164.53,5.6,month-to-month
1806,10,standard,172.91,11.4,month-to-month
1807,10,high_value,459.16,37.4,annual
1808,18,standard,194.73,18.8,month-to-month
1809,5,standard,175.72,10.2,month-to-month
1810,6,high_value,532.68,7.5,annual
1811,9,standard,122.29,29.9,annual
1812,12,standard,204.59,4.1,month-to-month
1813,23,churn_risk,43.46,31.5,month-to-month
1814,7,standard,153.2,23.1,month-to-month
1815,22,churn_risk,79.75,14.0,month-to-month
1816,2,standard,160.69,33.6,month-to-month
1817,13,churn_risk,34.19,2.1,multi-year
1818,21,standard,186.87,29.0,multi-year
1819,8,standard,219.39,14.7,annual
1820,6,standard,138.97,34.3,month-to-month
1821,15,churn_risk,47.17,4.8,month-to-month
1822,6,standard,184.84,12.9,annual
1823,1,standard,137.45,2.1,month-to-month
1824,2,standard,158.23,10.4,multi-year
1825,12,churn_risk,37.74,27.3,annual
1826,13,high_value,394.07,80.8,multi-year
1827,1,standard,115.28,13.7,multi-year
1828,7,standard,137.59,0.4,month-to-month
1829,19,churn_risk,48.39,15.9,month-to-month
1830,14,standard,156.77,15.2,annual
1831,15,standard,166.19,1.6,annual
1832,18,churn_risk,59.33,1.0,multi-year
1833,22,standard,164.41,41.6,month-to-month
1834,2,high_value,501.61,19.7,annual
1835,12,standard,180.14,0.9,month-to-month
1836,5,high_value,417.95,75.8,month-to-month
1837,17,high_value,507.47,47.5,annual
1838,10,standard,141.11,13.5,month-to-month
1839,4,churn_risk,52.36,57.4,month-to-month
1840,22,churn_risk,46.93,3.9,annual
1841,13,high_value,523.24,18.9,month-to-month
1842,3,standard,148.19,24.5,annual
1843,6,high_value,529.67,60.5,month-to-month
1844,18,churn_risk,43.65,4.6,annual
1845,12,high_value,459.06,10.8,month-to-month
1846,23,standard,149.48,47.9,annual
1847,2,standard,142.95,10.3,month-to-month
1848,2,standard,128.45,14.1,annual
1849,17,standard,153.39,6.5,annual
1850,8,churn_risk,56.93,13.1,month-to-month
1851,21,standard,174.39,26.6,annual
1852,19,churn_risk,53.2,19.7,month-to-month
1853,1,standard,160.08,6.6,month-to-month
1854,23,churn_risk,43.8,0.5,month-to-month
1855,23,churn_risk,77.09,3.2,annual
1856,6,churn_risk,36.39,48.4,annual
1857,15,standard,139.78,25.2,multi-year
1858,16,standard,153.93,23.8,month-to-month
1859,1,standard,138.27,58.3,month-to-month
1860,18,standard,166.97,16.4,month-to-month
1861,24,standard,175.49,8.1,annual
1862,10,churn_risk,75.33,59.0,month-to-month
1863,24,churn_risk,57.54,6.2,month-to-month
1864,17,standard,176.29,8.5,multi-year
1865,18,standard,145.42,91.2,month-to-month
1866,14,churn_risk,31.61,3.3,month-to-month
1867,17,churn_risk,37.33,1.6,month-to-month
1868,23,standard,138.79,8.7,month-to-month
1869,15,standard,180.14,26.0,month-to-month
1870,13,churn_risk,47.03,16.5,month-to-month
1871,5,standard,143.44,34.6,month-to-month
1872,13,standard,153.49,54.5,month-to-month
1873,21,churn_risk,29.63,3.7,month-to-month
1874,17,churn_risk,53.57,21.6,month-to-month
1875,18,churn_risk,43.27,0.0,multi-year
1876,4,churn_risk,54.19,18.4,month-to-month
1877,21,standard,159.78,15.7,month-to-month
1878,13,standard,151.2,101.2,annual
1879,11,standard,171.33,7.3,annual
1880,2,standard,117.45,14.0,annual
1881,22,standard,164.09,34.1,month-to-month
1882,16,standard,216.39,64.5,annual
1883,8,standard,131.45,5.2,annual
1884,13,churn_risk,52.33,7.0,month-to-month
1885,22,standard,140.68,45.0,month-to-month
1886,21,standard,156.12,9.5,month-to-month
1887,8,high_value,503.77,42.9,month-to-month
1888,20,high_value,579.92,70.2,month-to-month
1889,1,churn_risk,41.44,15.2,month-to-month
1890,11,standard,112.42,16.1,multi-year
1891,14,standard,146.81,22.6,annual
1892,16,churn_risk,37.57,4.8,month-to-month
1893,1,standard,142.38,74.4,month-to-month
1894,8,high_value,628.39,41.7,annual
1895,7,standard,148.21,72.5,month-to-month
1896,10,high_value,506.23,38.0,annual
1897,17,standard,141.02,24.0,multi-year
1898,2,standard,153.67,26.3,month-to-month
1899,18,high_value,582.38,13.7,month-to-month
1900,3,high_value,436.53,39.9,multi-year
1901,13,standard,137.4,140.4,month-to-month
1902,20,high_value,468.8,73.9,month-to-month
1903,22,churn_risk,25.02,18.5,annual
1904,24,high_value,514.11,42.3,month-to-month
1905,11,standard,150.17,32.6,month-to-month
1906,12,standard,156.05,30.6,annual
1907,22,standard,181.38,18.6,month-to-month
1908,4,high_value,488.89,17.2,month-to-month
1909,22,churn_risk,76.33,4.0,month-to-month
1910,3,churn_risk,51.4,8.7,month-to-month
1911,3,high_value,481.66,3.9,annual
1912,2,high_value,572.86,13.9,multi-year
1913,6,churn_risk,32.59,1.2,multi-year
1914,22,standard,188.81,7.1,month-to-month
1915,5,high_value,426.84,84.7,multi-year
1916,11,standard,119.09,8.7,month-to-month
1917,20,standard,184.05,26.1,month-to-month
1918,22,churn_risk,43.23,24.1,month-to-month
1919,11,standard,128.32,15.5,annual
1920,9,churn_risk,56.78,29.3,month-to-month
1921,12,standard,150.39,26.6,annual
1922,15,standard,113.67,46.1,annual
1923,8,standard,104.29,4.6,month-to-month
1924,17,standard,218.92,4.6,annual
1925,20,standard,151.1,61.0,month-to-month
1926,2,high_value,432.56,28.1,month-to-month
1927,20,standard,145.19,11.7,month-to-month
1928,17,churn_risk,44.76,1.5,annual
1929,2,high_value,408.95,4.7,month-to-month
1930,20,standard,159.27,46.1,annual
1931,12,standard,145.79,20.4,month-to-month
1932,1,standard,175.09,25.6,annual
1933,2,churn_risk,30.52,15.9,month-to-month
1934,2,churn_risk,53.11,1.4,month-to-month
1935,10,churn_risk,30.58,2.5,month-to-month
1936,13,high_value,516.34,37.8,month-to-month
1937,6,standard,157.66,33.0,month-to-month
1938,24,standard,169.72,19.2,annual
1939,1,standard,131.68,6.7,month-to-month
1940,24,high_value,474.03,11.9,month-to-month
1941,4,standard,116.25,27.3,month-to-month
1942,3,standard,178.78,102.1,multi-year
1943,12,standard,160.5,25.0,month-to-month
1944,19,high_value,564.28,118.7,month-to-month
1945,16,churn_risk,55.09,3.5,month-to-month
1946,20,churn_risk,48.76,7.7,annual
1947,11,standard,122.34,2.2,month-to-month
1948,22,churn_risk,43.61,7.4,month-to-month
1949,19,high_value,509.93,68.7,multi-year
1950,2,churn_risk,43.13,12.8,multi-year
1951,13,churn_risk,40.91,5.4,month-to-month
1952,24,high_value,457.58,115.6,annual
1953,18,churn_risk,51.36,55.5,multi-year
1954,20,churn_risk,32.18,42.9,multi-year
1955,18,churn_risk,38.25,8.6,month-to-month
1956,15,churn_risk,62.62,3.1,annual
1957,9,standard,122.68,8.0,month-to-month
1958,2,high_value,447.88,51.6,annual
1959,8,churn_risk,73.84,0.4,annual
1960,6,standard,154.26,47.9,annual
1961,18,standard,167.26,39.9,multi-year
1962,9,standard,128.16,5.9,month-to-month
1963,9,standard,196.6,33.3,month-to-month
1964,21,high_value,349.84,11.9,annual
1965,5,churn_risk,42.12,0.8,month-to-month
1966,19,high_value,484.69,4.9,annual
1967,9,churn_risk,45.66,9.8,annual
1968,23,churn_risk,33.56,2.3,annual
1969,23,standard,171.21,8.6,annual
1970,11,standard,181.16,49.0,month-to-month
1971,19,standard,153.56,11.5,month-to-month
1972,23,churn_risk,36.19,43.0,multi-year
1973,15,churn_risk,25.38,6.0,month-to-month
1974,22,standard,151.26,20.4,annual
1975,17,high_value,418.75,38.8,month-to-month
1976,1,standard,120.49,20.4,annual
1977,15,standard,131.88,35.1,month-to-month
1978,6,churn_risk,28.76,14.5,annual
1979,15,churn_risk,39.57,0.6,month-to-month
1980,20,standard,147.91,48.3,month-to-month
1981,5,churn_risk,55.74,10.9,month-to-month
1982,16,standard,161.26,23.2,month-to-month
1983,13,churn_risk,43.64,0.9,multi-year
1984,6,standard,156.01,8.2,month-to-month
1985,19,standard,107.09,25.1,month-to-month
1986,19,churn_risk,61.79,5.1,month-to-month
1987,1,standard,126.95,73.6,month-to-month
1988,8,standard,157.8,114.1,month-to-month
1989,2,churn_risk,38.33,0.9,annual
1990,15,high_value,574.94,4.4,multi-year
1991,22,high_value,470.81,154.7,month-to-month
1992,23,standard,161.99,26.4,annual
1993,10,standard,140.59,1.0,multi-year
1994,6,high_value,399.4,22.9,multi-year
1995,8,standard,168.46,3.6,annual
1996,2,churn_risk,58.6,1.4,multi-year
1997,9,standard,168.0,7.3,month-to-month
1998,16,standard,215.79,28.6,annual
1999,1,churn_risk,80.48,19.5,annual
2000,18,standard,151.44,13.4,month-to-month
2001,21,churn_risk,48.42,10.1,month-to-month
2002,8,standard,139.67,46.5,month-to-month
2003,19,churn_risk,24.99,1.0,month-to-month
2004,12,standard,128.29,52.4,month-to-month
2005,24,high_value,592.14,54.7,annual
2006,13,churn_risk,24.83,1.0,annual
2007,15,standard,117.88,41.5,annual
2008,20,high_value,485.7,30.0,annual
2009,7,high_value,538.74,40.2,month-to-month
2010,17,standard,166.71,3.9,month-to-month
2011,21,high_value,458.48,42.0,month-to-month
2012,7,standard,163.32,20.5,multi-year
2013,20,high_value,595.33,101.8,multi-year
2014,7,standard,120.32,35.7,annual
2015,15,standard,166.91,7.9,month-to-month
2016,8,standard,155.02,15.4,multi-year
2017,16,standard,143.21,8.6,month-to-month
2018,4,high_value,439.6,66.4,month-to-month
2019,20,standard,105.66,2.5,annual
2020,4,standard,163.02,20.0,annual
2021,9,standard,201.92,11.3,multi-year
2022,20,high_value,474.0,9.3,annual
2023,3,high_value,382.17,84.2,multi-year
2024,20,standard,131.05,14.6,annual
2025,10,standard,155.07,2.0,multi-year
2026,7,standard,165.36,9.8,annual
2027,20,churn_risk,29.2,4.0,annual
2028,21,standard,97.78,26.8,annual
2029,21,standard,127.39,50.4,multi-year
2030,14,standard,114.79,33.5,month-to-month
2031,5,high_value,593.04,6.7,annual
2032,18,standard,201.67,27.5,month-to-month
2033,17,standard,96.95,8.8,annual
2034,22,standard,143.1,3.2,annual
2035,18,high_value,450.53,13.0,month-to-month
2036,8,churn_risk,35.65,24.6,annual
2037,11,churn_risk,54.71,2.4,annual
2038,16,high_value,518.1,27.6,month-to-month
2039,19,standard,158.17,11.2,annual
2040,8,churn_risk,39.22,0.1,month-to-month
2041,7,standard,130.86,5.0,annual
2042,22,churn_risk,58.57,4.4,multi-year
2043,24,standard,100.02,28.4,month-to-month
2044,8,churn_risk,37.33,2.4,month-to-month
2045,2,churn_risk,79.61,0.5,month-to-month
2046,16,high_value,528.55,1.0,annual
2047,1,standard,144.14,71.6,month-to-month
2048,5,standard,130.49,39.9,annual
2049,13,high_value,577.66,8.2,month-to-month
2050,9,standard,161.3,16.1,annual
2051,2,churn_risk,62.75,0.4,annual
2052,9,high_value,512.45,1.0,annual
2053,17,standard,171.7,10.6,annual
2054,19,churn_risk,38.49,41.3,annual
2055,19,standard,120.48,21.3,month-to-month
2056,7,standard,132.81,7.4,month-to-month
2057,16,churn_risk,34.51,2.8,month-to-month
2058,8,standard,133.97,70.6,month-to-month
2059,16,high_value,489.75,21.3,month-to-month
2060,1,high_value,568.45,12.2,annual
2061,10,churn_risk,62.97,9.9,annual
2062,8,standard,171.23,85.4,multi-year
2063,17,standard,151.95,25.2,month-to-month
2064,7,high_value,527.27,37.1,annual
2065,8,standard,121.29,27.5,annual
2066,14,churn_risk,32.35,24.8,month-to-month
2067,16,standard,181.11,49.7,annual
2068,10,churn_risk,37.73,2.8,month-to-month
2069,22,standard,130.8,21.5,month-to-month
2070,24,standard,136.71,5.1,month-to-month
2071,15,churn_risk,32.21,1.7,month-to-month
2072,14,standard,125.99,40.1,month-to-month
2073,13,standard,154.01,10.0,multi-year
2074,2,churn_risk,46.58,16.2,month-to-month
2075,10,standard,140.57,18.7,month-to-month
2076,20,standard,191.1,29.4,annual
2077,17,churn_risk,59.67,5.0,multi-year
2078,2,high_value,479.06,67.9,month-to-month
2079,4,standard,152.31,1.5,annual
2080,21,high_value,597.19,21.8,month-to-month
2081,18,standard,127.3,44.4,month-to-month
2082,10,standard,149.33,99.7,multi-year
2083,23,standard,196.41,5.8,annual
2084,2,high_value,533.18,32.4,annual
2085,19,standard,118.9,31.2,month-to-month
2086,24,standard,162.99,60.2,annual
2087,11,standard,105.91,4.0,month-to-month
2088,12,standard,188.41,0.9,month-to-month
2089,6,churn_risk,38.86,120.8,annual
2090,21,standard,137.33,4.9,annual
2091,18,standard,126.69,51.1,annual
2092,11,churn_risk,56.23,0.2,month-to-month
2093,6,standard,193.98,51.5,annual
2094,12,standard,147.54,89.6,multi-year
2095,11,churn_risk,47.44,2.6,multi-year
2096,9,standard,148.56,11.1,month-to-month
2097,21,high_value,413.97,2.4,month-to-month
2098,9,standard,137.69,16.9,annual
2099,3,high_value,613.86,29.7,annual
2100,20,standard,138.74,15.1,multi-year
2101,18,churn_risk,31.95,6.7,month-to-month
2102,1,high_value,456.86,10.9,annual
2103,17,churn_risk,38.06,0.4,month-to-month
2104,12,churn_risk,28.79,0.4,multi-year
2105,17,standard,104.06,8.1,month-to-month
2106,7,churn_risk,31.55,1.3,multi-year
2107,5,churn_risk,68.05,1.9,multi-year
2108,14,churn_risk,45.33,17.7,month-to-month
2109,2,standard,162.54,68.0,annual
2110,6,high_value,577.22,27.5,month-to-month
2111,2,standard,114.93,42.8,month-to-month
2112,9,standard,176.25,33.3,month-to-month
2113,22,high_value,400.34,38.1,multi-year
2114,13,standard,122.57,17.5,month-to-month
2115,18,high_value,567.91,170.9,month-to-month
2116,18,churn_risk,43.46,0.2,annual
2117,4,standard,151.0,13.2,month-to-month
2118,23,high_value,417.33,116.4,month-to-month
2119,4,high_value,510.49,30.6,month-to-month
2120,6,standard,133.61,5.5,month-to-month
2121,16,standard,137.68,15.5,annual
2122,12,high_value,531.0,55.1,annual
2123,6,standard,142.31,126.1,annual
2124,9,high_value,480.49,10.1,month-to-month
2125,10,standard,157.84,7.5,annual
2126,15,standard,192.85,3.4,month-to-month
2127,19,standard,137.09,2.0,month-to-month
2128,9,standard,100.95,11.0,multi-year
2129,10,high_value,497.83,34.7,annual
2130,3,high_value,428.93,39.5,annual
2131,23,standard,184.38,114.1,month-to-month
2132,15,churn_risk,45.04,2.8,month-to-month
2133,7,churn_risk,34.27,0.6,annual
2134,1,churn_risk,39.32,16.7,multi-year
2135,23,standard,167.05,5.5,annual
2136,2,standard,121.75,1.1,month-to-month
2137,5,standard,117.99,37.7,annual
2138,22,churn_risk,48.3,7.4,month-to-month
2139,9,churn_risk,26.91,0.6,month-to-month
2140,21,churn_risk,23.47,15.9,annual
2141,14,churn_risk,37.12,0.3,annual
2142,14,standard,159.15,5.3,annual
2143,23,churn_risk,35.56,6.5,month-to-month
2144,1,churn_risk,60.74,15.8,month-to-month
2145,9,standard,154.03,30.7,annual
2146,9,churn_risk,34.25,8.0,annual
2147,18,high_value,558.84,27.5,annual
2148,9,churn_risk,48.61,20.5,annual
2149,22,churn_risk,35.52,2.6,annual
2150,18,high_value,514.36,20.1,annual
2151,22,standard,202.22,10.7,month-to-month
2152,20,high_value,439.25,48.3,month-to-month
2153,18,churn_risk,47.82,5.3,annual
2154,9,churn_risk,45.56,1.1,annual
2155,18,standard,162.84,6.2,month-to-month
2156,11,churn_risk,64.96,13.4,multi-year
2157,9,high_value,517.17,7.3,month-to-month
2158,6,standard,132.12,30.7,multi-year
2159,22,standard,126.82,6.5,annual
2160,18,high_value,519.48,40.6,annual
2161,2,standard,150.1,10.9,month-to-month
2162,9,standard,104.93,59.0,annual
2163,14,standard,111.09,46.5,month-to-month
2164,17,standard,119.21,0.6,multi-year
2165,8,churn_risk,33.4,14.3,month-to-month
2166,17,standard,131.53,0.9,month-to-month
2167,7,churn_risk,33.44,2.0,annual
2168,4,standard,147.12,5.2,month-to-month
2169,3,standard,164.83,67.7,annual
2170,22,standard,186.52,36.1,annual
2171,16,standard,179.37,8.4,month-to-month
2172,20,standard,173.91,14.2,month-to-month
2173,13,standard,136.74,31.9,month-to-month
2174,14,high_value,501.2,2.6,annual
2175,7,standard,127.42,30.6,month-to-month
2176,3,standard,158.55,3.4,month-to-month
2177,18,standard,160.39,17.0,month-to-month
2178,5,churn_risk,83.51,17.3,month-to-month
2179,21,standard,121.3,13.5,month-to-month
2180,3,churn_risk,59.05,2.7,month-to-month
2181,24,churn_risk,37.9,0.2,month-to-month
2182,12,churn_risk,33.9,48.3,month-to-month
2183,7,churn_risk,32.67,14.8,month-to-month
2184,7,high_value,350.4,2.3,annual
2185,17,standard,142.19,25.7,month-to-month
2186,20,high_value,470.72,12.1,month-to-month
2187,12,churn_risk,58.33,67.2,annual
2188,11,standard,125.63,11.5,multi-year
2189,22,standard,110.37,16.9,multi-year
2190,11,churn_risk,36.23,9.7,annual
2191,8,high_value,557.56,67.1,month-to-month
2192,23,standard,156.34,62.3,annual
2193,20,churn_risk,34.52,17.1,annual
2194,14,high_value,535.29,21.3,multi-year
2195,1,standard,173.26,15.5,annual
2196,10,churn_risk,34.28,14.2,annual
2197,24,high_value,532.94,50.7,month-to-month
2198,24,standard,198.35,39.5,month-to-month
2199,17,standard,144.12,34.4,annual
2200,12,standard,106.77,1.3,multi-year
2201,21,high_value,513.8,39.5,month-to-month
2202,14,churn_risk,50.59,17.3,month-to-month
2203,2,churn_risk,40.71,1.6,month-to-month
2204,10,high_value,567.13,73.4,month-to-month
2205,8,standard,205.4,39.0,multi-year
2206,17,standard,209.17,36.3,month-to-month
2207,6,churn_risk,58.87,8.9,month-to-month
2208,19,standard,245.77,29.7,month-to-month
2209,6,high_value,456.49,5.1,annual
2210,16,high_value,443.06,96.2,annual
2211,8,churn_risk,72.2,3.4,month-to-month
2212,6,standard,222.27,62.9,multi-year
2213,17,churn_risk,45.58,21.4,annual
2214,23,standard,154.64,52.3,month-to-month
2215,20,churn_risk,46.86,1.3,month-to-month
2216,13,high_value,637.9,27.6,month-to-month
2217,22,high_value,449.88,27.1,month-to-month
2218,20,churn_risk,40.11,0.7,month-to-month
2219,23,churn_risk,45.05,0.8,month-to-month
2220,1,standard,148.34,39.6,month-to-month
2221,20,standard,169.78,41.8,month-to-month
2222,13,standard,113.89,2.6,annual
2223,17,standard,130.25,95.9,annual
2224,23,high_value,412.0,40.1,month-to-month
2225,13,churn_risk,25.33,3.5,month-to-month
2226,17,standard,144.48,16.7,multi-year
2227,24,churn_risk,48.04,44.3,month-to-month
2228,3,high_value,479.27,73.9,month-to-month
2229,18,high_value,503.8,103.7,month-to-month
2230,18,standard,180.66,105.6,month-to-month
2231,5,standard,182.23,134.3,month-to-month
2232,1,standard,145.94,1.2,multi-year
2233,16,high_value,567.68,23.3,annual
2234,9,churn_risk,55.22,3.4,annual
2235,8,churn_risk,32.09,0.3,multi-year
2236,6,churn_risk,68.49,17.1,month-to-month
2237,14,high_value,470.86,27.2,multi-year
2238,7,standard,115.86,1.9,multi-year
2239,2,standard,172.68,29.0,annual
2240,1,standard,114.47,32.0,multi-year
2241,7,standard,134.19,49.9,annual
2242,15,high_value,470.32,11.0,month-to-month
2243,13,standard,154.43,54.4,month-to-month
2244,18,standard,112.18,28.7,annual
2245,15,standard,128.79,8.9,annual
2246,8,high_value,497.13,32.4,month-to-month
2247,23,standard,177.65,1.4,month-to-month
2248,15,standard,169.8,5.6,month-to-month
2249,15,standard,118.47,39.8,month-to-month
2250,12,standard,157.81,64.0,month-to-month
2251,11,standard,106.46,18.3,month-to-month
2252,24,churn_risk,37.33,4.9,month-to-month
2253,10,standard,166.34,8.6,multi-year
2254,20,standard,130.86,0.9,month-to-month
2255,3,churn_risk,63.06,15.5,multi-year
2256,23,standard,142.72,13.4,month-to-month
2257,19,churn_risk,51.83,0.1,month-to-month
2258,20,churn_risk,31.1,1.9,annual
2259,8,high_value,459.6,8.8,multi-year
2260,16,standard,150.99,43.5,annual
2261,19,standard,119.75,1.0,multi-year
2262,2,churn_risk,57.93,11.3,month-to-month
2263,16,standard,129.02,26.5,month-to-month
2264,21,high_value,400.98,15.9,multi-year
2265,21,standard,199.88,3.5,annual
2266,19,high_value,416.29,9.5,month-to-month
2267,22,churn_risk,43.57,0.5,month-to-month
2268,7,standard,140.85,14.0,annual
2269,17,churn_risk,49.31,15.3,month-to-month
2270,7,churn_risk,40.38,4.5,month-to-month
2271,21,standard,152.54,9.1,month-to-month
2272,13,standard,153.0,5.2,month-to-month
2273,20,churn_risk,42.02,8.3,month-to-month
2274,7,churn_risk,27.03,8.9,month-to-month
2275,8,churn_risk,50.34,9.9,annual
2276,24,high_value,590.11,27.0,month-to-month
2277,22,standard,187.53,10.6,annual
2278,5,standard,171.79,19.2,annual
2279,10,churn_risk,43.28,26.2,month-to-month
2280,4,standard,82.98,2.0,annual
2281,16,standard,120.87,5.6,month-to-month
2282,2,high_value,549.02,36.5,month-to-month
2283,1,standard,192.22,7.0,month-to-month
2284,14,churn_risk,46.96,0.5,annual
2285,22,standard,206.07,0.9,month-to-month
2286,18,high_value,494.73,38.8,annual
2287,17,churn_risk,49.68,27.4,month-to-month
2288,15,churn_risk,48.68,0.1,month-to-month
2289,5,high_value,535.04,51.3,month-to-month
2290,5,standard,120.74,7.6,month-to-month
2291,15,churn_risk,50.91,6.6,month-to-month
2292,23,churn_risk,26.86,2.3,month-to-month
2293,2,standard,139.23,9.0,month-to-month
2294,10,standard,145.3,10.0,annual
2295,5,standard,140.2,0.1,month-to-month
2296,4,high_value,551.44,84.4,multi-year
2297,9,churn_risk,40.67,2.3,annual
2298,5,high_value,453.1,21.1,annual
2299,6,high_value,428.33,49.6,month-to-month
2300,11,churn_risk,30.94,4.0,month-to-month
2301,18,churn_risk,21.26,5.0,month-to-month
2302,14,churn_risk,49.07,24.9,month-to-month
2303,14,standard,166.5,20.3,annual
2304,15,standard,142.89,22.9,multi-year
2305,6,standard,134.55,24.6,month-to-month
2306,2,standard,167.94,9.4,month-to-month
2307,1,standard,101.46,20.6,annual
2308,21,standard,154.69,18.4,month-to-month
2309,22,standard,162.8,4.0,annual
2310,9,churn_risk,71.79,31.4,annual
2311,19,churn_risk,22.09,41.8,annual
2312,7,high_value,580.59,20.0,month-to-month
2313,8,standard,189.74,10.6,month-to-month
2314,17,high_value,360.83,20.3,annual
2315,23,standard,150.46,16.4,month-to-month
2316,15,standard,107.81,12.5,annual
2317,24,high_value,536.29,82.2,month-to-month
2318,24,churn_risk,50.43,49.0,month-to-month
2319,1,standard,152.11,14.9,month-to-month
2320,10,churn_risk,39.46,22.1,annual
2321,12,high_value,509.49,27.9,month-to-month
2322,5,high_value,571.62,1.9,month-to-month
2323,6,standard,106.35,14.5,month-to-month
2324,24,high_value,539.15,18.4,annual
2325,5,standard,159.51,11.0,annual
2326,12,churn_risk,42.09,3.0,month-to-month
2327,12,standard,183.04,35.9,month-to-month
2328,16,high_value,534.55,47.7,annual
2329,14,standard,146.68,25.0,annual
2330,2,standard,142.92,1.7,month-to-month
2331,11,standard,171.05,11.8,month-to-month
2332,9,standard,158.41,15.7,annual
2333,4,churn_risk,49.98,0.7,annual
2334,24,high_value,434.09,22.3,month-to-month
2335,13,standard,168.59,82.4,month-to-month
2336,24,standard,221.21,19.4,annual
2337,22,churn_risk,48.06,39.6,month-to-month
2338,24,standard,136.12,15.7,annual
2339,6,standard,161.47,47.0,annual
2340,20,high_value,554.56,39.6,month-to-month
2341,1,high_value,526.57,10.5,month-to-month
2342,13,high_value,441.66,34.6,month-to-month
2343,21,churn_risk,40.37,5.6,annual
2344,14,standard,192.89,18.2,multi-year
2345,5,churn_risk,37.36,38.4,multi-year
2346,2,high_value,510.14,124.4,annual
2347,12,churn_risk,48.2,0.0,annual
2348,20,churn_risk,23.65,12.5,multi-year
2349,23,high_value,421.61,22.6,month-to-month
2350,18,high_value,484.89,14.6,multi-year
2351,11,high_value,678.79,43.0,month-to-month
2352,17,churn_risk,49.85,0.6,annual
2353,19,standard,193.5,47.1,month-to-month
2354,10,standard,164.35,23.6,month-to-month
2355,7,standard,141.85,14.8,month-to-month
2356,7,churn_risk,39.51,1.2,month-to-month
2357,18,standard,168.16,93.4,annual
2358,20,standard,168.84,28.0,multi-year
2359,5,churn_risk,61.32,4.4,annual
2360,24,high_value,430.87,32.0,month-to-month
2361,1,churn_risk,43.05,0.6,annual
2362,11,high_value,400.44,141.6,annual
2363,12,standard,174.17,27.3,month-to-month
2364,2,churn_risk,60.44,4.9,multi-year
2365,18,standard,122.15,1.7,month-to-month
2366,22,standard,204.92,2.2,annual
2367,6,standard,193.03,110.5,month-to-month
2368,17,standard,147.52,13.4,multi-year
2369,23,standard,189.15,3.3,annual
2370,17,standard,145.65,5.0,month-to-month
2371,11,standard,197.98,2.3,month-to-month
2372,23,standard,151.9,62.0,month-to-month
2373,10,standard,126.55,13.9,month-to-month
2374,17,standard,214.68,3.4,annual
2375,19,standard,172.82,7.5,annual
2376,15,high_value,416.96,73.3,month-to-month
2377,8,churn_risk,33.04,7.1,month-to-month
2378,18,standard,143.92,11.2,month-to-month
2379,8,high_value,483.92,23.6,annual
2380,12,standard,201.37,31.0,month-to-month
2381,14,churn_risk,32.31,20.5,annual
2382,7,standard,168.52,25.5,annual
2383,19,high_value,544.89,53.3,month-to-month
2384,7,high_value,499.22,37.8,month-to-month
2385,4,high_value,407.81,44.0,annual
2386,18,churn_risk,35.23,3.3,multi-year
2387,22,churn_risk,64.37,17.0,month-to-month
2388,6,high_value,543.84,27.7,month-to-month
2389,13,churn_risk,42.59,14.2,annual
2390,23,high_value,376.13,13.3,month-to-month
2391,9,standard,140.59,50.0,month-to-month
2392,10,churn_risk,36.96,39.8,month-to-month
2393,17,standard,201.89,3.3,month-to-month
2394,16,high_value,413.75,1.6,annual
2395,4,standard,174.02,41.4,multi-year
2396,2,churn_risk,47.96,0.2,multi-year
2397,9,standard,159.17,18.3,month-to-month
2398,11,high_value,456.98,24.9,month-to-month
2399,15,high_value,577.43,30.8,month-to-month
2400,10,standard,150.08,9.0,month-to-month
2401,4,standard,125.69,6.4,annual
2402,19,churn_risk,35.76,25.6,month-to-month
2403,11,churn_risk,47.81,34.1,month-to-month
2404,2,churn_risk,42.51,26.3,month-to-month
2405,15,churn_risk,36.6,9.3,month-to-month
2406,10,standard,94.23,1.1,annual
2407,13,standard,170.68,13.8,multi-year
2408,21,standard,120.96,6.6,annual
2409,5,standard,125.68,13.4,month-to-month
2410,17,churn_risk,43.16,6.3,month-to-month
